Customer_ID,recency,frequency,monetary,Recency_segment,Frequency_segment,Monetary_Segment
CM-18302,4006,15,1716,Dormant,Frequent,"High Spender"
EH-41852,4014,4,1714,Dormant,Rare,"High Spender"
AW-109303,3948,8,1713,Dormant,Occasional,"High Spender"
DB-134054,4080,14,1712,Dormant,Frequent,"High Spender"
BT-115303,3926,12,1711,Dormant,Frequent,"High Spender"
LC-68851,4102,16,1711,Dormant,Frequent,"High Spender"
SN-207103,3937,15,1711,Dormant,Frequent,"High Spender"
AJ-109601,3941,6,1709,Dormant,Occasional,"High Spender"
TZ-215804,3928,9,1707,Dormant,Occasional,"High Spender"
CS-24601,4231,9,1707,Dormant,Occasional,"High Spender"
JP-161354,3995,13,1706,Dormant,Frequent,"High Spender"
AC-6151,4402,7,1706,Dormant,Occasional,"High Spender"
TT-212651,3895,7,1706,Dormant,Occasional,"High Spender"
AR-8251,3926,6,1704,Dormant,Occasional,"High Spender"
BF-110201,4005,3,1704,Dormant,Rare,"High Spender"
LD-68551,3973,8,1703,Dormant,Occasional,"High Spender"
CK-127603,3979,11,1700,Dormant,Frequent,"High Spender"
AC-106153,3929,12,1699,Dormant,Frequent,"High Spender"
BP-111554,3982,11,1698,Dormant,Frequent,"High Spender"
AG-9001,3916,10,1698,Dormant,Frequent,"High Spender"
JH-159102,3941,15,1697,Dormant,Frequent,"High Spender"
MP-174701,3935,8,1697,Dormant,Occasional,"High Spender"
LW-69902,3907,16,1696,Dormant,Frequent,"High Spender"
JO-52801,3912,9,1696,Dormant,Occasional,"High Spender"
DR-129403,3941,14,1696,Dormant,Frequent,"High Spender"
HG-149652,4172,9,1695,Dormant,Occasional,"High Spender"
MH-174553,4301,8,1691,Dormant,Occasional,"High Spender"
CS-118453,4067,7,1689,Dormant,Occasional,"High Spender"
CC-125502,4086,13,1689,Dormant,Frequent,"High Spender"
DK-129854,3900,8,1687,Dormant,Occasional,"High Spender"
LM-170652,4282,9,1687,Dormant,Occasional,"High Spender"
MO-178004,3997,11,1686,Dormant,Frequent,"High Spender"
KE-164204,3919,15,1686,Dormant,Frequent,"High Spender"
RA-199454,3954,9,1686,Dormant,Occasional,"High Spender"
EP-139153,4474,1,1686,Dormant,Rare,"High Spender"
KN-164502,3993,9,1685,Dormant,Occasional,"High Spender"
MH-72901,4630,7,1684,Dormant,Occasional,"High Spender"
JS-56852,4168,6,1681,Dormant,Occasional,"High Spender"
AS-2402,4391,5,1681,Dormant,Occasional,"High Spender"
NS-185051,4187,7,1681,Dormant,Occasional,"High Spender"
CA-120554,4294,10,1679,Dormant,Frequent,"High Spender"
JD-61501,4359,2,1679,Dormant,Rare,"High Spender"
BT-114853,3923,14,1678,Dormant,Frequent,"High Spender"
GT-147553,4019,10,1678,Dormant,Frequent,"High Spender"
KM-167203,4000,13,1678,Dormant,Frequent,"High Spender"
PW-192403,3993,16,1677,Dormant,Frequent,"High Spender"
CM-118154,4024,10,1676,Dormant,Frequent,"High Spender"
FM-42902,3895,8,1676,Dormant,Occasional,"High Spender"
BS-17551,4188,11,1675,Dormant,Frequent,"High Spender"
SC-206802,3914,14,1673,Dormant,Frequent,"High Spender"
BS-113802,3986,9,1671,Dormant,Occasional,"High Spender"
JP-154604,3930,15,1669,Dormant,Frequent,"High Spender"
BF-110203,4081,7,1668,Dormant,Occasional,"High Spender"
ME-177253,4058,12,1666,Dormant,Frequent,"High Spender"
JB-54001,4124,6,1666,Dormant,Occasional,"High Spender"
SG-204702,3984,11,1665,Dormant,Frequent,"High Spender"
SW-204551,3958,6,1665,Dormant,Occasional,"High Spender"
JF-52953,4002,6,1664,Dormant,Occasional,"High Spender"
AG-102702,4089,6,1663,Dormant,Occasional,"High Spender"
CM-121154,3901,7,1662,Dormant,Occasional,"High Spender"
CC-22203,3914,17,1662,Dormant,Frequent,"High Spender"
CC-124754,3932,13,1659,Dormant,Frequent,"High Spender"
RH-195103,4000,14,1654,Dormant,Frequent,"High Spender"
EH-40052,4089,6,1654,Dormant,Occasional,"High Spender"
BD-113203,3898,9,1652,Dormant,Occasional,"High Spender"
PK-190753,3901,13,1651,Dormant,Frequent,"High Spender"
CM-127151,4054,8,1650,Dormant,Occasional,"High Spender"
CS-24902,4390,9,1650,Dormant,Occasional,"High Spender"
SC-104401,4306,14,1648,Dormant,Frequent,"High Spender"
SC-200202,3901,14,1645,Dormant,Frequent,"High Spender"
EB-139754,3893,6,1644,Dormant,Occasional,"High Spender"
EB-137051,3968,14,1641,Dormant,Frequent,"High Spender"
BW-110652,4073,12,1640,Dormant,Frequent,"High Spender"
AP-107204,3934,19,1639,Dormant,Frequent,"High Spender"
AO-108103,4014,7,1636,Dormant,Occasional,"High Spender"
CA-127753,4079,12,1635,Dormant,Frequent,"High Spender"
MA-179952,4015,6,1634,Dormant,Occasional,"High Spender"
SC-206803,3928,8,1634,Dormant,Occasional,"High Spender"
PM-191353,3905,9,1632,Dormant,Occasional,"High Spender"
CP-120852,3962,13,1632,Dormant,Frequent,"High Spender"
DS-131802,4011,8,1632,Dormant,Occasional,"High Spender"
JG-151601,3923,14,1631,Dormant,Frequent,"High Spender"
BD-17701,4346,9,1630,Dormant,Occasional,"High Spender"
JC-161053,3977,7,1628,Dormant,Occasional,"High Spender"
CD-122803,4019,20,1628,Dormant,Frequent,"High Spender"
LP-70801,4136,9,1625,Dormant,Occasional,"High Spender"
CR-127302,3915,3,1625,Dormant,Rare,"High Spender"
AZ-107504,4053,12,1624,Dormant,Frequent,"High Spender"
RF-197353,3915,9,1622,Dormant,Occasional,"High Spender"
TB-214003,4102,17,1622,Dormant,Frequent,"High Spender"
AG-102703,3933,12,1622,Dormant,Frequent,"High Spender"
MM-180553,4097,9,1619,Dormant,Occasional,"High Spender"
SC-102302,5292,1,1619,Dormant,Rare,"High Spender"
JH-59103,4049,8,1618,Dormant,Occasional,"High Spender"
IG-50852,3927,8,1618,Dormant,Occasional,"High Spender"
LM-70651,3948,8,1616,Dormant,Occasional,"High Spender"
KH-63601,4011,6,1616,Dormant,Occasional,"High Spender"
AH-105852,4076,6,1615,Dormant,Occasional,"High Spender"
TS-116102,4068,7,1614,Dormant,Occasional,"High Spender"
NW-84003,4010,15,1614,Dormant,Frequent,"High Spender"
LL-168403,3919,10,1613,Dormant,Frequent,"High Spender"
BP-112303,4006,11,1612,Dormant,Frequent,"High Spender"
MS-177104,4306,15,1611,Dormant,Frequent,"High Spender"
TH-215502,3968,8,1610,Dormant,Occasional,"High Spender"
RC-99601,4005,5,1610,Dormant,Occasional,"High Spender"
GB-145751,4048,10,1609,Dormant,Frequent,"High Spender"
SF-109652,4073,9,1608,Dormant,Occasional,"High Spender"
SC-202602,4637,5,1608,Dormant,Occasional,"High Spender"
AJ-7801,4104,21,1608,Dormant,Frequent,"High Spender"
MA-179953,3935,10,1607,Dormant,Frequent,"High Spender"
SU-206653,3927,14,1607,Dormant,Frequent,"High Spender"
AR-103453,4208,6,1607,Dormant,Occasional,"High Spender"
HG-149653,4276,11,1606,Dormant,Frequent,"High Spender"
TB-212504,4242,19,1603,Dormant,Frequent,"High Spender"
CS-121303,3949,8,1603,Dormant,Occasional,"High Spender"
DB-136153,4010,13,1602,Dormant,Frequent,"High Spender"
CD-19201,4207,4,1602,Dormant,Rare,"High Spender"
AW-109301,3951,8,1601,Dormant,Occasional,"High Spender"
AM-3602,4068,5,1601,Dormant,Occasional,"High Spender"
CR-127304,3971,6,1600,Dormant,Occasional,"High Spender"
KH-166303,3920,11,1597,Dormant,Frequent,"High Spender"
AG-6752,4163,7,1595,Dormant,Occasional,"High Spender"
BT-14402,3986,15,1594,Dormant,Frequent,"High Spender"
NR-85502,3907,9,1593,Dormant,Occasional,"High Spender"
CA-119653,3911,7,1591,Dormant,Occasional,"High Spender"
ML-182653,4369,11,1591,Dormant,Frequent,"High Spender"
MY-73802,4215,3,1589,Dormant,Rare,"High Spender"
AH-101954,3948,8,1588,Dormant,Occasional,"High Spender"
DH-30751,4052,21,1587,Dormant,Frequent,"High Spender"
SF-102002,4551,10,1587,Dormant,Frequent,"High Spender"
TB-214002,4474,8,1587,Dormant,Occasional,"High Spender"
BF-112154,3958,8,1586,Dormant,Occasional,"High Spender"
AG-107651,4269,5,1586,Dormant,Occasional,"High Spender"
KW-165703,4004,23,1585,Dormant,Frequent,"High Spender"
EM-39603,4131,6,1585,Dormant,Occasional,"High Spender"
SM-209501,3926,7,1585,Dormant,Occasional,"High Spender"
AS-102853,3911,14,1584,Dormant,Frequent,"High Spender"
CK-127604,3975,14,1583,Dormant,Frequent,"High Spender"
BF-110803,4051,6,1583,Dormant,Occasional,"High Spender"
MC-181304,4262,11,1582,Dormant,Frequent,"High Spender"
MM-182801,4040,7,1582,Dormant,Occasional,"High Spender"
BP-110502,3898,12,1581,Dormant,Frequent,"High Spender"
MH-77851,3970,9,1580,Dormant,Occasional,"High Spender"
RB-196452,4213,12,1580,Dormant,Frequent,"High Spender"
MG-178903,4080,5,1579,Dormant,Occasional,"High Spender"
SM-109051,4025,7,1576,Dormant,Occasional,"High Spender"
SF-200651,3951,7,1574,Dormant,Occasional,"High Spender"
NC-186253,4000,5,1573,Dormant,Occasional,"High Spender"
RH-195553,4013,12,1573,Dormant,Frequent,"High Spender"
TT-110701,3930,3,1572,Dormant,Rare,"High Spender"
JL-151754,3899,7,1571,Dormant,Occasional,"High Spender"
PH-87902,4077,6,1570,Dormant,Occasional,"High Spender"
GB-145304,3955,20,1569,Dormant,Frequent,"High Spender"
KB-163154,4189,22,1568,Dormant,Frequent,"High Spender"
CC-22201,4003,6,1568,Dormant,Occasional,"High Spender"
SU-106652,4066,8,1568,Dormant,Occasional,"High Spender"
BF-10801,4566,8,1568,Dormant,Occasional,"High Spender"
ON-187154,4303,15,1567,Dormant,Frequent,"High Spender"
SF-209653,4149,5,1567,Dormant,Occasional,"High Spender"
MB-80852,3984,9,1566,Dormant,Occasional,"High Spender"
MV-181903,3983,6,1564,Dormant,Occasional,"High Spender"
MV-174854,3920,15,1561,Dormant,Frequent,"High Spender"
TG-116402,3923,6,1561,Dormant,Occasional,"High Spender"
Co-126402,3912,9,1560,Dormant,Occasional,"High Spender"
BO-14251,3894,6,1560,Dormant,Occasional,"High Spender"
CS-122503,3993,9,1560,Dormant,Occasional,"High Spender"
RM-197503,3909,12,1560,Dormant,Frequent,"High Spender"
SS-208753,4058,9,1559,Dormant,Occasional,"High Spender"
MA-79951,4248,11,1558,Dormant,Frequent,"High Spender"
NF-185952,4479,5,1557,Dormant,Occasional,"High Spender"
LB-67952,3949,9,1550,Dormant,Occasional,"High Spender"
NW-184001,4128,13,1550,Dormant,Frequent,"High Spender"
ZD-219253,4089,3,1550,Dormant,Rare,"High Spender"
DC-128503,3934,17,1548,Dormant,Frequent,"High Spender"
CC-126703,3982,16,1548,Dormant,Frequent,"High Spender"
MB-173054,3941,19,1547,Dormant,Frequent,"High Spender"
MG-76952,4228,10,1547,Dormant,Frequent,"High Spender"
KH-163302,4329,6,1544,Dormant,Occasional,"High Spender"
JG-158053,3898,6,1544,Dormant,Occasional,"High Spender"
DK-28352,3914,13,1542,Dormant,Frequent,"High Spender"
AD-101803,4224,10,1541,Dormant,Frequent,"High Spender"
NM-85201,4051,6,1541,Dormant,Occasional,"High Spender"
BD-116204,3962,8,1539,Dormant,Occasional,"High Spender"
JR-157002,3900,7,1538,Dormant,Occasional,"High Spender"
ER-138553,4026,12,1537,Dormant,Frequent,"High Spender"
EC-40501,4055,14,1537,Dormant,Frequent,"High Spender"
SV-203653,4083,14,1537,Dormant,Frequent,"High Spender"
CH-120704,4584,4,1537,Dormant,Rare,"High Spender"
JH-59851,3945,8,1536,Dormant,Occasional,"High Spender"
PF-91651,3927,6,1533,Dormant,Occasional,"High Spender"
RM-93752,4777,7,1532,Dormant,Occasional,"High Spender"
BD-117254,3986,10,1527,Dormant,Frequent,"High Spender"
TB-215952,4325,7,1526,Dormant,Occasional,"High Spender"
BV-112454,4227,14,1522,Dormant,Frequent,"High Spender"
KA-165254,3929,11,1520,Dormant,Frequent,"High Spender"
ME-180101,4320,7,1520,Dormant,Occasional,"High Spender"
RH-195102,4053,8,1519,Dormant,Occasional,"High Spender"
SL-101551,4059,12,1516,Dormant,Frequent,"High Spender"
AB-106004,3943,8,1515,Dormant,Occasional,"High Spender"
CM-127153,4126,10,1513,Dormant,Frequent,"High Spender"
ML-80401,3937,7,1513,Dormant,Occasional,"High Spender"
SC-203802,3979,12,1512,Dormant,Frequent,"High Spender"
EN-137801,3907,11,1511,Dormant,Frequent,"High Spender"
GH-144853,4097,8,1509,Dormant,Occasional,"High Spender"
MZ-175153,3916,8,1508,Dormant,Occasional,"High Spender"
JG-158054,4116,9,1507,Dormant,Occasional,"High Spender"
CS-124902,3895,14,1506,Dormant,Frequent,"High Spender"
LC-168852,4182,7,1506,Dormant,Occasional,"High Spender"
DL-128654,3993,14,1504,Dormant,Frequent,"High Spender"
AA-6451,3953,15,1503,Dormant,Frequent,"High Spender"
AS-100901,3946,8,1502,Dormant,Occasional,"High Spender"
PG-88952,4831,13,1500,Dormant,Frequent,"High Spender"
BT-116802,4927,7,1499,Dormant,Occasional,"High Spender"
DB-133602,4131,10,1498,Dormant,Frequent,"High Spender"
BN-14702,3944,5,1498,Dormant,Occasional,"High Spender"
VT-217002,3900,13,1496,Dormant,Frequent,"High Spender"
ZD-219254,4095,9,1494,Dormant,Occasional,"High Spender"
LP-170952,4255,7,1493,Dormant,Occasional,"High Spender"
SC-100501,4238,12,1493,Dormant,Frequent,"High Spender"
MF-82502,3955,10,1492,Dormant,Frequent,"High Spender"
DW-135852,3905,13,1490,Dormant,Frequent,"High Spender"
RB-197952,4085,10,1486,Dormant,Frequent,"High Spender"
AB-601,3928,5,1483,Dormant,Occasional,"High Spender"
JR-56701,4494,5,1480,Dormant,Occasional,"High Spender"
DB-36602,4704,3,1479,Dormant,Rare,"High Spender"
AH-1201,4492,7,1476,Dormant,Occasional,"High Spender"
DC-28501,4208,7,1476,Dormant,Occasional,"High Spender"
CM-121904,3901,7,1475,Dormant,Occasional,"High Spender"
CB-120252,3990,10,1475,Dormant,Frequent,"High Spender"
EB-41101,3950,8,1475,Dormant,Occasional,"High Spender"
LD-168551,4256,13,1475,Dormant,Frequent,"High Spender"
KH-65101,3908,12,1473,Dormant,Frequent,"High Spender"
SW-203502,3905,9,1472,Dormant,Occasional,"High Spender"
RR-193153,4284,7,1472,Dormant,Occasional,"High Spender"
TB-210554,4012,18,1470,Dormant,Frequent,"High Spender"
LE-168104,3914,9,1469,Dormant,Occasional,"High Spender"
SP-206502,3913,4,1468,Dormant,Rare,"High Spender"
PN-187754,3923,13,1467,Dormant,Frequent,"High Spender"
CM-121153,3954,6,1467,Dormant,Occasional,"High Spender"
EM-138102,3971,7,1467,Dormant,Occasional,"High Spender"
RB-97053,4140,10,1464,Dormant,Frequent,"High Spender"
JD-60152,3935,10,1464,Dormant,Frequent,"High Spender"
BE-114553,4077,14,1464,Dormant,Frequent,"High Spender"
VP-117602,4310,6,1463,Dormant,Occasional,"High Spender"
SC-200203,3948,12,1462,Dormant,Frequent,"High Spender"
VS-218202,4128,5,1462,Dormant,Occasional,"High Spender"
EB-39301,3923,6,1462,Dormant,Occasional,"High Spender"
TT-114602,3935,7,1462,Dormant,Occasional,"High Spender"
GA-47251,3963,9,1462,Dormant,Occasional,"High Spender"
AZ-7501,3919,13,1461,Dormant,Frequent,"High Spender"
BN-115154,3902,17,1460,Dormant,Frequent,"High Spender"
RK-193004,4012,8,1460,Dormant,Occasional,"High Spender"
RS-198701,4083,13,1460,Dormant,Frequent,"High Spender"
DL-133154,3915,17,1458,Dormant,Frequent,"High Spender"
PB-191504,3990,11,1457,Dormant,Frequent,"High Spender"
TH-112351,4123,7,1456,Dormant,Occasional,"High Spender"
KH-66302,4219,11,1456,Dormant,Frequent,"High Spender"
AG-105254,4738,9,1455,Dormant,Occasional,"High Spender"
AS-106302,3928,7,1455,Dormant,Occasional,"High Spender"
RM-193754,4238,9,1453,Dormant,Occasional,"High Spender"
TB-115202,3911,8,1451,Dormant,Occasional,"High Spender"
JF-154153,3996,12,1450,Dormant,Frequent,"High Spender"
PC-187452,3914,9,1448,Dormant,Occasional,"High Spender"
RH-195101,3913,9,1448,Dormant,Occasional,"High Spender"
SW-202453,3926,11,1447,Dormant,Frequent,"High Spender"
CM-118303,3964,10,1447,Dormant,Frequent,"High Spender"
SC-103801,4168,5,1446,Dormant,Occasional,"High Spender"
AA-103151,3901,10,1445,Dormant,Frequent,"High Spender"
EB-38402,5152,4,1444,Dormant,Rare,"High Spender"
PK-189104,4376,3,1441,Dormant,Rare,"High Spender"
DB-30602,3901,9,1441,Dormant,Occasional,"High Spender"
KC-162552,3937,5,1439,Dormant,Occasional,"High Spender"
JH-58202,3961,8,1438,Dormant,Occasional,"High Spender"
SM-209502,4014,8,1437,Dormant,Occasional,"High Spender"
TD-209954,3930,16,1435,Dormant,Frequent,"High Spender"
JD-58951,4096,9,1435,Dormant,Occasional,"High Spender"
AP-109152,4024,7,1435,Dormant,Occasional,"High Spender"
KH-166302,3901,12,1434,Dormant,Frequent,"High Spender"
FH-143503,4007,6,1433,Dormant,Occasional,"High Spender"
VP-217603,3990,12,1432,Dormant,Frequent,"High Spender"
TT-212204,4076,15,1429,Dormant,Frequent,"High Spender"
MB-180854,3937,10,1429,Dormant,Frequent,"High Spender"
MM-182803,3905,9,1429,Dormant,Occasional,"High Spender"
JW-160754,4354,7,1428,Dormant,Occasional,"High Spender"
JF-151903,4040,7,1428,Dormant,Occasional,"High Spender"
BD-15602,3983,4,1427,Dormant,Rare,"High Spender"
CA-123104,3906,11,1423,Dormant,Frequent,"High Spender"
MG-76802,4081,9,1421,Dormant,Occasional,"High Spender"
RH-96001,4409,6,1421,Dormant,Occasional,"High Spender"
NL-183104,3951,10,1420,Dormant,Frequent,"High Spender"
RD-197204,3914,20,1420,Dormant,Frequent,"High Spender"
DM-29553,3905,7,1420,Dormant,Occasional,"High Spender"
SW-102451,3915,4,1420,Dormant,Rare,"High Spender"
BD-117252,4082,9,1418,Dormant,Occasional,"High Spender"
JS-155954,4012,8,1418,Dormant,Occasional,"High Spender"
CC-23701,3899,4,1414,Dormant,Rare,"High Spender"
CS-124002,3920,10,1413,Dormant,Frequent,"High Spender"
SG-200802,3961,8,1412,Dormant,Occasional,"High Spender"
RE-94501,3963,11,1411,Dormant,Frequent,"High Spender"
HF-49951,4283,9,1410,Dormant,Occasional,"High Spender"
KH-165102,3929,11,1409,Dormant,Frequent,"High Spender"
JR-57001,3906,5,1409,Dormant,Occasional,"High Spender"
KW-164351,3919,5,1409,Dormant,Occasional,"High Spender"
NB-185802,4531,2,1409,Dormant,Rare,"High Spender"
SV-207853,3915,8,1408,Dormant,Occasional,"High Spender"
JD-157902,4517,4,1408,Dormant,Rare,"High Spender"
FM-142902,4685,9,1407,Dormant,Occasional,"High Spender"
PM-189404,4279,4,1405,Dormant,Rare,"High Spender"
JL-58502,4679,9,1405,Dormant,Occasional,"High Spender"
KL-65551,4098,15,1401,Dormant,Frequent,"High Spender"
CM-24452,4241,6,1401,Dormant,Occasional,"High Spender"
GA-147254,3898,22,1400,Dormant,Frequent,"High Spender"
EG-39002,3944,11,1398,Dormant,Frequent,"High Spender"
JC-57752,3957,3,1398,Dormant,Rare,"High Spender"
NG-184304,3941,9,1397,Dormant,Occasional,"High Spender"
CR-128204,3978,7,1397,Dormant,Occasional,"High Spender"
PK-189101,4102,10,1397,Dormant,Frequent,"High Spender"
CL-27001,4034,4,1393,Dormant,Rare,"High Spender"
LC-168702,4387,9,1392,Dormant,Occasional,"High Spender"
SH-199752,3996,4,1390,Dormant,Rare,"High Spender"
CS-18452,4297,16,1390,Dormant,Frequent,"High Spender"
JE-154754,4086,13,1388,Dormant,Frequent,"High Spender"
PG-88202,3923,9,1387,Dormant,Occasional,"High Spender"
TB-215954,4178,7,1387,Dormant,Occasional,"High Spender"
AB-6001,3900,21,1384,Dormant,Frequent,"High Spender"
CC-126702,3909,7,1384,Dormant,Occasional,"High Spender"
FG-142604,3927,11,1383,Dormant,Frequent,"High Spender"
MC-74251,3928,12,1381,Dormant,Frequent,"High Spender"
CS-21751,3950,4,1380,Dormant,Rare,"High Spender"
SW-104551,4409,7,1379,Dormant,Occasional,"High Spender"
DM-135254,4374,10,1378,Dormant,Frequent,"High Spender"
ND-184601,3898,11,1377,Dormant,Frequent,"High Spender"
GB-45751,4102,10,1372,Dormant,Frequent,"High Spender"
HA-149202,4044,9,1371,Dormant,Occasional,"High Spender"
BM-15751,3933,7,1368,Dormant,Occasional,"High Spender"
ME-77253,3906,13,1366,Dormant,Frequent,"High Spender"
MS-77102,4174,10,1366,Dormant,Frequent,"High Spender"
BN-115151,3968,10,1364,Dormant,Frequent,"High Spender"
DP-31651,3900,12,1364,Dormant,Frequent,"High Spender"
HF-149953,3907,9,1363,Dormant,Occasional,"High Spender"
GH-144854,4280,3,1362,Dormant,Rare,"High Spender"
LH-170202,4102,5,1361,Dormant,Occasional,"High Spender"
IM-150552,3908,10,1357,Dormant,Frequent,"High Spender"
EK-37952,4105,9,1355,Dormant,Occasional,"High Spender"
KM-63751,4217,5,1355,Dormant,Occasional,"High Spender"
MG-82051,4262,9,1355,Dormant,Occasional,"High Spender"
TT-210703,3958,10,1354,Dormant,Frequent,"High Spender"
CK-123252,3988,7,1353,Dormant,Occasional,"High Spender"
RW-196302,4144,8,1349,Dormant,Occasional,"High Spender"
LO-71701,3897,5,1349,Dormant,Occasional,"High Spender"
SB-201704,4094,7,1348,Dormant,Occasional,"High Spender"
LM-170654,4284,7,1347,Dormant,Occasional,"High Spender"
BP-10952,3904,11,1346,Dormant,Frequent,"High Spender"
TP-114152,5294,6,1344,Dormant,Occasional,"High Spender"
BM-111402,3904,8,1344,Dormant,Occasional,"High Spender"
AH-5852,3968,14,1343,Dormant,Frequent,"High Spender"
TB-114002,4004,18,1343,Dormant,Frequent,"High Spender"
MG-176954,4448,7,1342,Dormant,Occasional,"High Spender"
SJ-202154,3922,10,1341,Dormant,Frequent,"High Spender"
KL-66451,3893,11,1340,Dormant,Frequent,"High Spender"
DW-34801,4060,9,1339,Dormant,Occasional,"High Spender"
DC-128502,3964,6,1339,Dormant,Occasional,"High Spender"
PS-89702,4017,3,1339,Dormant,Rare,"High Spender"
BM-117854,4111,14,1338,Dormant,Frequent,"High Spender"
SR-204253,3927,6,1337,Dormant,Occasional,"High Spender"
EA-140352,4471,6,1337,Dormant,Occasional,"High Spender"
BF-110054,3932,10,1336,Dormant,Frequent,"High Spender"
KD-164953,4131,5,1336,Dormant,Occasional,"High Spender"
NM-184452,4044,7,1335,Dormant,Occasional,"High Spender"
SC-106951,4067,9,1335,Dormant,Occasional,"High Spender"
IL-151002,4009,9,1333,Dormant,Occasional,"High Spender"
HR-148302,3944,8,1333,Dormant,Occasional,"High Spender"
BH-17101,4166,8,1333,Dormant,Occasional,"High Spender"
SP-205453,3909,10,1332,Dormant,Frequent,"High Spender"
NP-87001,4084,12,1330,Dormant,Frequent,"High Spender"
PL-189253,3951,9,1329,Dormant,Occasional,"High Spender"
SK-99902,3923,6,1327,Dormant,Occasional,"High Spender"
KF-162852,3930,7,1326,Dormant,Occasional,"High Spender"
BN-14701,3915,8,1325,Dormant,Occasional,"High Spender"
SS-201404,3908,21,1324,Dormant,Frequent,"High Spender"
EM-140953,3901,3,1324,Dormant,Rare,"High Spender"
MC-72751,4128,5,1324,Dormant,Occasional,"High Spender"
MT-180704,4096,11,1321,Dormant,Frequent,"High Spender"
DM-129554,4007,9,1321,Dormant,Occasional,"High Spender"
BS-113651,3893,8,1321,Dormant,Occasional,"High Spender"
LS-69451,4083,9,1321,Dormant,Occasional,"High Spender"
SB-101701,4236,4,1321,Dormant,Rare,"High Spender"
LS-169453,3975,7,1321,Dormant,Occasional,"High Spender"
RF-197352,4074,9,1320,Dormant,Occasional,"High Spender"
SJ-205004,4146,7,1319,Dormant,Occasional,"High Spender"
CM-21901,4045,4,1317,Dormant,Rare,"High Spender"
CC-121001,4025,5,1317,Dormant,Occasional,"High Spender"
LC-168703,3998,7,1317,Dormant,Occasional,"High Spender"
MM-172604,4061,6,1315,Dormant,Occasional,"High Spender"
PM-191352,3929,10,1315,Dormant,Frequent,"High Spender"
TN-210402,4020,13,1313,Dormant,Frequent,"High Spender"
JL-51301,4181,6,1313,Dormant,Occasional,"High Spender"
KH-63301,3995,13,1311,Dormant,Frequent,"High Spender"
MK-81601,4128,6,1310,Dormant,Occasional,"High Spender"
LC-71401,4156,2,1309,Dormant,Rare,"High Spender"
ST-205302,3899,16,1308,Dormant,Frequent,"High Spender"
PB-191502,3996,14,1308,Dormant,Frequent,"High Spender"
TS-216553,3977,13,1308,Dormant,Frequent,"High Spender"
MK-81603,3933,21,1307,Dormant,Frequent,"High Spender"
SP-205454,4220,10,1306,Dormant,Frequent,"High Spender"
NB-185801,4440,5,1306,Dormant,Occasional,"High Spender"
RM-96753,4034,8,1305,Dormant,Occasional,"High Spender"
NF-83853,3942,9,1305,Dormant,Occasional,"High Spender"
MC-175754,3920,11,1304,Dormant,Frequent,"High Spender"
CM-21151,3913,3,1304,Dormant,Rare,"High Spender"
EK-137954,3937,4,1302,Dormant,Rare,"High Spender"
ME-73202,3913,9,1302,Dormant,Occasional,"High Spender"
Co-126404,4442,8,1300,Dormant,Occasional,"High Spender"
EM-40653,3945,9,1300,Dormant,Occasional,"High Spender"
HR-147704,3906,13,1299,Dormant,Frequent,"High Spender"
DO-134354,4026,13,1298,Dormant,Frequent,"High Spender"
FA-142303,3931,8,1297,Dormant,Occasional,"High Spender"
HH-50101,4356,2,1296,Dormant,Rare,"High Spender"
RP-198553,4315,8,1294,Dormant,Occasional,"High Spender"
FH-142753,3897,9,1292,Dormant,Occasional,"High Spender"
DM-133453,4461,4,1290,Dormant,Rare,"High Spender"
AZ-107502,4004,6,1287,Dormant,Occasional,"High Spender"
RD-198102,4805,11,1286,Dormant,Frequent,"High Spender"
BB-115451,3936,7,1286,Dormant,Occasional,"High Spender"
GR-145604,5029,5,1285,Dormant,Occasional,"High Spender"
CR-128202,3953,9,1284,Dormant,Occasional,"High Spender"
CJ-120102,3926,7,1283,Dormant,Occasional,"High Spender"
ME-173203,3906,8,1281,Dormant,Occasional,"High Spender"
CS-118454,3984,8,1279,Dormant,Occasional,"High Spender"
LT-67651,4507,4,1279,Dormant,Rare,"High Spender"
PS-189704,3962,13,1278,Dormant,Frequent,"High Spender"
KH-165103,4118,10,1277,Dormant,Frequent,"High Spender"
AJ-7951,3929,11,1276,Dormant,Frequent,"High Spender"
SJ-102153,3949,11,1276,Dormant,Frequent,"High Spender"
JG-51601,3909,16,1274,Dormant,Frequent,"High Spender"
GM-146953,3940,15,1272,Dormant,Frequent,"High Spender"
SV-208154,3969,6,1271,Dormant,Occasional,"High Spender"
KT-164801,3920,9,1271,Dormant,Occasional,"High Spender"
DE-132552,3921,4,1269,Dormant,Rare,"High Spender"
DV-30451,4523,10,1269,Dormant,Frequent,"High Spender"
BW-11103,4150,9,1268,Dormant,Occasional,"High Spender"
BD-116052,4682,8,1268,Dormant,Occasional,"High Spender"
DO-136454,3919,11,1267,Dormant,Frequent,"High Spender"
CD-119203,3990,18,1267,Dormant,Frequent,"High Spender"
RM-196753,3927,4,1266,Dormant,Rare,"High Spender"
PA-190601,3943,13,1265,Dormant,Frequent,"High Spender"
GW-46052,3907,5,1265,Dormant,Occasional,"High Spender"
CL-118904,3999,7,1262,Dormant,Occasional,"High Spender"
TS-212052,3919,14,1262,Dormant,Frequent,"High Spender"
EM-41402,3986,6,1262,Dormant,Occasional,"High Spender"
LW-171254,4098,5,1259,Dormant,Occasional,"High Spender"
